# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SETDB1	SETDB1	NM_001145415		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
SETDB1	SETDB1	NM_001243491		2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
SETDB1	SETDB1	NM_012432		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
SETDB2	SETDB2	NM_001160308		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
SETDB2	SETDB2	NM_001320699		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
SETDB2	SETDB2	NM_031915		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
SETDB2-PHF11	SETDB2-PHF11	NM_001320727		0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0
SETDB2-PHF11	SETDB2-PHF11	NR_135324		0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0
SETMAR	SETMAR	NM_001243723		1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SETMAR	SETMAR	NM_001276325		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SETMAR	SETMAR	NM_001320676		1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SETMAR	SETMAR	NM_001320677		1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SETMAR	SETMAR	NM_001320678		1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SETMAR	SETMAR	NM_006515		1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
SF1	SF1	NM_001178030		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_001178031		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_001346363		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_001346364		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_001346409		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_001346410		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_004630		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_201995		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_201997		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF1	SF1	NM_201998		0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3A1	SF3A1	NM_005877		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SF3B1	SF3B1	NM_001005526		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SF3B1	SF3B1	NM_001308824		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SF3B1	SF3B1	NM_012433		0	3	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
SFRP1	SFRP1	NM_003012		0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SFTA3	SFTA3	NM_001101341		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SFTA3	SFTA3	NM_001331217		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SFTA3	SFTA3	NM_001352986		0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
SFTA3	SFTA3	NM_001352987		0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
SFTA3	SFTA3	NR_138597		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SFTA3	SFTA3	NR_138598		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SFTA3	SFTA3	NR_138599		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SFTA3	SFTA3	NR_138600		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SFTA3	SFTA3	NR_138601		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
SGK1	SGK1	NM_001143676		2	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0
SGK1	SGK1	NM_001143677		2	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0
SGK1	SGK1	NM_001143678		2	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0
SGK1	SGK1	NM_001291995		2	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0
SGK1	SGK1	NM_005627		2	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0
SGO1	SGO1	NM_001012409		2	1	0	3	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001012410		2	1	0	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001012411		0	1	0	5	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001012412		0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001012413		0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
SGO1	SGO1	NM_001199251		2	1	0	3	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001199252		2	1	0	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001199253		0	1	0	5	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001199254		0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_001199255		0	0	0	6	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
SGO1	SGO1	NM_001199256		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
SGO1	SGO1	NM_001199257		0	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0
SGO1	SGO1	NM_138484		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
SGO1	SGO1	NR_131179		0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
SGO1	SGO1	NR_131180		0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0
SGO1-AS1	SGO1-AS1	NR_132785		0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
SGO2	SGO2	NM_001160033		2	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0
SGO2	SGO2	NM_001160046		2	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0
SGO2	SGO2	NM_152524		2	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0
SH2B2	SH2B2	NM_020979		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SH2D1A	SH2D1A	NM_001114937		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SH2D1A	SH2D1A	NM_002351		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SH2D2A	SH2D2A	NM_001161441		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SH2D2A	SH2D2A	NM_001161442		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SH2D2A	SH2D2A	NM_001161443		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SH2D2A	SH2D2A	NM_001161444		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SH2D2A	SH2D2A	NM_003975		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SH3GL1	SH3GL1	NM_001199943		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SH3GL1	SH3GL1	NM_001199944		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SH3GL1	SH3GL1	NM_003025		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHB	SHB	NM_003028		0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SHC1	SHC1	NM_001130040		2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
SHC1	SHC1	NM_001130041		2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
SHC1	SHC1	NM_001202859		2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
SHC1	SHC1	NM_003029		2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
SHC1	SHC1	NM_183001		2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
SHC2	SHC2	NM_012435		0	1	1	6	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0
SHC3	SHC3	NM_016848		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SHC4	SHC4	NM_203349		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SHH	SHH	NM_000193		0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SHH	SHH	NM_001310462		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SHH	SHH	NR_132318		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SHH	SHH	NR_132319		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SHOC2	SHOC2	NM_001269039		0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
SHOC2	SHOC2	NM_001324336		0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
SHOC2	SHOC2	NM_001324337		0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
SHOC2	SHOC2	NM_007373		0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
SHOC2	SHOC2	NR_136749		0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0
SIRT3	SIRT3	NM_001017524		0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
SIRT3	SIRT3	NM_012239		0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
SKI	SKI	NM_003036		0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SKIL	SKIL	NM_001145097		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
SKIL	SKIL	NM_001145098		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
SKIL	SKIL	NM_001248008		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
SKIL	SKIL	NM_005414		0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
SKOR1	SKOR1	NM_001258024		0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SKP2	SKP2	NM_001243120		0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SKP2	SKP2	NM_005983		0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SKP2	SKP2	NM_032637		0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC12A6	SLC12A6	NM_001042494		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	SLC12A6	NM_001042495		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	SLC12A6	NM_001042496		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	SLC12A6	NM_001042497		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC12A6	SLC12A6	NM_133647		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC15A2	SLC15A2	NM_001145998		0	3	3	8	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	3	0
SLC15A2	SLC15A2	NM_021082		0	3	3	8	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	3	0
SLC19A1	SLC19A1	NM_001205206		0	1	2	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
SLC19A1	SLC19A1	NM_001205207		0	1	1	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
SLC19A1	SLC19A1	NM_001352510		0	1	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SLC19A1	SLC19A1	NM_001352511		0	1	2	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
SLC19A1	SLC19A1	NM_001352512		0	1	2	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
SLC19A1	SLC19A1	NM_194255		0	1	2	2	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
SLC22A1	SLC22A1	NM_003057		0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0
SLC22A1	SLC22A1	NM_153187		0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0
SLC22A18AS	SLC22A18AS	NM_001302862		0	0	0	5	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A18AS	SLC22A18AS	NM_007105		0	0	0	5	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A2	SLC22A2	NM_003058		0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
SLC22A3	SLC22A3	NM_021977		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC22A6	SLC22A6	NM_004790		1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC22A6	SLC22A6	NM_153276		1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC22A6	SLC22A6	NM_153277		1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC22A6	SLC22A6	NM_153278		1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC25A21	SLC25A21	NM_001171170		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A21	SLC25A21	NM_030631		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC26A3	SLC26A3	NM_000111		1	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0
SLC35B2	SLC35B2	NM_001286509		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286510		0	1	0	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286511		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286512		0	1	0	4	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286513		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286517		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286519		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_001286520		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35B2	SLC35B2	NM_178148		0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
SLC35E2	SLC35E2	NM_001199787		0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SLC35E2	SLC35E2	NM_182838		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC39A1	SLC39A1	NM_001271960		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC39A1	SLC39A1	NM_014437		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC47A1	SLC47A1	NM_018242		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC47A2	SLC47A2	NM_001099646		0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SLC47A2	SLC47A2	NM_001256663		0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SLC47A2	SLC47A2	NM_152908		0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0
SLC47A2	SLC47A2	NR_135624		0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
SLC47A2	SLC47A2	NR_135625		0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
SLC4A2	SLC4A2	NM_001199692		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SLC4A2	SLC4A2	NM_003040		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SLC5A2	SLC5A2	NM_003041		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC5A2	SLC5A2	NR_130783		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A3	SLC6A3	NM_001044		0	1	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SLC6A4	SLC6A4	NM_001045		0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A7	SLC6A7	NM_014228		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC7A8	SLC7A8	NM_012244		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1A2	SLCO1A2	NM_021094		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SLCO1A2	SLCO1A2	NM_134431		0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
SLCO1B1	SLCO1B1	NM_006446		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SLCO1B3	SLCO1B3	NM_001349920		2	4	3	1	0	0	0	0	0	0	0	0	2	3	3	0	0	0	2	0	0	0	2	0
SLCO1B3	SLCO1B3	NM_019844		2	5	3	2	0	1	1	0	0	0	0	0	2	3	3	0	0	0	2	0	0	0	2	0
SLCO2B1	SLCO2B1	NM_001145211		0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO2B1	SLCO2B1	NM_001145212		0	1	1	3	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SLCO2B1	SLCO2B1	NM_007256		0	1	1	3	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SLIT2	SLIT2	NM_001289135		1	1	1	5	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	1	0
SLIT2	SLIT2	NM_001289136		1	1	1	5	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	1	0
SLIT2	SLIT2	NM_004787		1	1	1	5	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	1	0
SLX4	SLX4	NM_032444		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMAD1	SMAD1	NM_001003688		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_001354811		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_001354812		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_001354813		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_001354814		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_001354816		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_001354817		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1	SMAD1	NM_005900		1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
SMAD1-AS1	SMAD1-AS1	NR_126371		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SMAD1-AS2	SMAD1-AS2	NR_108077		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SMAD2	SMAD2	NM_001003652		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SMAD2	SMAD2	NM_001135937		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SMAD2	SMAD2	NM_005901		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SMAD3	SMAD3	NM_001145102		0	1	0	4	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMAD3	SMAD3	NM_001145103		0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SMAD3	SMAD3	NM_001145104		0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SMAD3	SMAD3	NM_005902		0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0
SMAD4	SMAD4	NM_005359		0	0	0	9	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
SMAD5	SMAD5	NM_001001419		1	0	0	5	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
SMAD5	SMAD5	NM_001001420		1	0	0	5	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
SMAD5	SMAD5	NM_005903		1	0	0	5	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
SMAD6	SMAD6	NM_005585		0	1	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
SMAD6	SMAD6	NR_027654		0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
SMAD7	SMAD7	NM_001190821		1	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
SMAD7	SMAD7	NM_001190822		0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SMAD7	SMAD7	NM_001190823		0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SMAD7	SMAD7	NM_005904		1	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
SMAD9	SMAD9	NM_001127217		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMAD9	SMAD9	NM_005905		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMARCA2	SMARCA2	NM_001289396		0	2	3	5	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	2	0
SMARCA2	SMARCA2	NM_001289397		0	2	3	5	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	2	0
SMARCA2	SMARCA2	NM_001289398		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMARCA2	SMARCA2	NM_001289399		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMARCA2	SMARCA2	NM_001289400		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMARCA2	SMARCA2	NM_003070		0	2	3	5	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	2	0
